"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"The Swift Programming Language","Apple Inc.","40","4.13","464","2014"
"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","Eric Ries","40","4.11","299452","2011"
"Understanding the Linux Kernel","Daniel P. Bovet","40","4.11","689","2000"
"The Ruby Way: Solutions and Techniques in Ruby Programming","Hal Fulton","40","3.91","337","2001"
"Elements of Programming Interviews in Python: The Insiders' Guide","Adnan Aziz","39","4.56","212","nan"
"Operating Systems: Three Easy Pieces","Remzi H. Arpaci-Dusseau","39","4.7","483","2012"
"Pattern Recognition and Machine Learning","Christopher M. Bishop","39","4.31","1728","2006"
"21st Century C: C Tips from the New School","Ben Klemens","39","3.87","249","2012"
"Rails Antipatterns: Best Practice Ruby on Rails Refactoring","Chad Pytel","39","4.0","289","2010"
"Rework","Jason Fried","39","3.97","159581","2010"
"Head First C#","Andrew Stellman","38","3.93","551","2007"
"Hadoop: The Definitive Guide","Tom  White","38","3.94","1000","2009"
"Effective TypeScript: 62 Specific Ways to Improve Your TypeScript","Dan Vanderkam","38","4.45","286","2019"
"The Quick Python Book","Naomi R. Ceder","38","3.87","260","2000"
"The Art of Multiprocessor Programming","Maurice Herlihy","38","4.0","223","2008"
"Speaking JavaScript","Axel Rauschmayer","38","4.37","174","2014"
"Exceptional Ruby: Master the Art of Handling Failure in Ruby","Avdi Grimm","38","4.01","218","2011"
"Dive Into Python 3","Mark Pilgrim","38","3.85","305","2009"
"Code Craft: The Practice of Writing Excellent Code","Pete Goodliffe","38","3.88","134","2006"
"Cocoa Programming for Mac OS X","Aaron Hillegass","38","3.97","566","2001"
"Learning React: Functional Web Development with React and Redux","Alex Banks","37","4.04","464","2017"
"Kubernetes in Action","Marko Luksa","37","4.6","573","nan"
"Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale","Neha Narkhede","37","4.13","637","nan"
"Tmux: Productive Mouse-Free Development","Brian P. Hogan","37","3.92","501","2012"
"Domain-Specific Languages","Martin Fowler","37","3.88","315","2010"
"Learning the vi and Vim Editors","Arnold Robbins","37","3.92","648","1987"
"Object Thinking","David      West","37","3.97","191","2004"
"Ship It!","Jared  Richardson","37","3.71","523","2005"
"The Design and Evolution of C++","Bjarne Stroustrup","37","4.3","318","1994"
"CSS: The Definitive Guide","Eric A. Meyer","37","4.01","1194","2000"
"Head First HTML5 Programming","Eric Freeman","36","4.03","405","2011"
"Parallel and Concurrent Programming in Haskell: Techniques for Multicore and Multithreaded Programming","Simon Marlow","36","4.54","156","2013"
"Systems Performance: Enterprise and the Cloud","Brendan Gregg","36","4.5","394","2013"
"Think Complexity: Complexity Science and Computational Modeling","Allen B. Downey","36","3.91","235","2009"
"Think Stats","Allen B. Downey","36","3.61","451","2011"
"Just for Fun: The Story of an Accidental Revolutionary","Linus Torvalds","36","3.95","4307","2001"
"CSS: The Missing Manual","David Sawyer McFarland","36","4.12","1086","2006"
"Analysis Patterns: Reusable Object Models","Martin Fowler","36","3.81","256","1996"
"Algorithm Design","Jon Kleinberg","36","4.16","604","2005"
"Head First JavaScript","Michael Morrison","36","3.82","386","2007"
"The Hitchhiker's Guide to Python: Best Practices for Development","Kenneth Reitz","35","3.92","198","nan"
"Web Scraping with Python: Collecting Data from the Modern Web","Ryan Mitchell","35","4.19","370","2015"
"Exercises in Programming Style","Cristina Videira Lopes","35","4.32","109","2014"
"Core Java, Volume II--Advanced Features","Cay S. Horstmann","35","3.99","321","1999"
"Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems","David J. Agans","35","4.26","373","2002"
"SQL Performance Explained","Markus Winand","35","4.39","256","2011"
"Python 3 Object Oriented Programming","Dusty Phillips","35","4.02","227","2010"
"Effective C#: 50 Specific Ways to Improve Your C#","Bill Wagner","35","4.03","432","2004"
"Agile Testing: A Practical Guide for Testers and Agile Teams","Lisa Crispin","35","3.83","1078","2008"
"Responsive Web Design","Ethan Marcotte","35","4.13","3650","2011"
"Html5: Up and Running: Dive Into the Future of Web Development","Mark Pilgrim","35","3.96","663","2010"
"Head First Software Development","Dan Pilone","35","3.97","363","2007"
"More Exceptional C++: 40 New Engineering Puzzles, Programming Problems, and Solutions","Herb Sutter","35","4.25","180","2001"
"Programming in C","Stephen G. Kochan","35","3.98","332","nan"
"Software Project Survival Guide","Steve McConnell","35","3.86","550","1997"
"C: How to Program","Harvey M. Deitel","34","3.99","470","1992"
"Framework Design Guidelines: Conventions, Idioms, and Patterns for Reusable .NET Libraries","Krzysztof Cwalina","34","4.23","356","2005"
"Software Architecture: The Hard Parts: Modern Tradeoff Analysis for Distributed Architectures","Neal Ford","34","4.38","190","nan"
"About Face 3: The Essentials of Interaction Design","Alan Cooper","34","4.07","3442","1995"
"Data Structures and Algorithms Made Easy","Narasimha Karumanchi","34","4.11","1296","2011"
"Game Engine Black Book, Wolfenstein 3D","Fabien Sanglard","34","4.47","574","2017"
"The Imposter's Handbook","Rob Conery","34","3.85","279","2016"
"UNIX Power Tools","Jerry Peek","34","4.16","680","1993"
"Functional and Reactive Domain Modeling","Debasish Ghosh","34","4.22","167","nan"
"Problem Solving with Algorithms and Data Structures Using Python","Bradley N. Miller","34","4.09","191","2005"
"Python for Kids","Jason R. Briggs","34","4.16","537","2012"
"Inside the Machine","Jon Stokes","34","4.19","227","2006"
"Essential Scrum: A Practical Guide to the Most Popular Agile Process","Kenneth S. Rubin","34","4.15","1525","2012"
"UNIX and Linux System Administration Handbook","Evi Nemeth","34","4.43","914","2010"
"Java Generics and Collections: Speed Up the Java Development Process","Maurice Naftalin","34","3.96","259","2006"
"Software Craftsmanship: The New Imperative","Pete McBreen","34","3.91","222","2001"
"Game Coding Complete","Mike McShaffry","33","3.98","247","2003"
"Scala in Depth","Joshua Suereth","33","3.88","197","2012"
"Introduction to Machine Learning with Python: A Guide for Data Scientists","Andreas C. Müller","33","4.35","474","2015"
"Computer Networks","Andrew S. Tanenbaum","33","4.12","2263","1981"
"Head First Android Development","Jonathan Simon","33","4.2","379","2011"
"The Road to React","Robin Wieruch","33","4.23","452","2017"
"Write Great Code: Volume 1: Understanding the Machine","Randall Hyde","33","3.94","183","2004"
"From Mathematics to Generic Programming","Alexander A. Stepanov","33","4.13","199","2014"
"If Hemingway Wrote JavaScript","Angus Croll","33","4.09","353","2014"
"The Robert C. Martin Clean Code Collection","Robert C. Martin","33","4.5","480","2011"
"Pro C# 5.0 and the .Net 4.5 Framework","Andrew Troelsen","33","4.26","236","2012"
"Maintainable JavaScript","Nicholas C. Zakas","33","3.88","292","2012"
"Essentials of Programming Languages","Daniel P. Friedman","33","3.99","140","1992"
"Specification by Example: How Successful Teams Deliver the Right Software","Gojko Adzic","33","4.03","689","2011"
"The Visual Display of Quantitative Information","Edward R. Tufte","33","4.39","8022","1983"
"Ruby Best Practices","Gregory T. Brown","33","3.84","165","2009"
"The New Turing Omnibus: 66 Excursions In Computer Science","A.K. Dewdney","33","3.86","335","1989"
"Managing Humans: Biting and Humorous Tales of a Software Engineering Manager","Michael Lopp","33","3.95","3710","2007"
"Core Java 2, Volume I--Fundamentals","Cay S. Horstmann","33","3.84","349","1999"
"Processing: A Programming Handbook for Visual Designers and Artists","Casey Reas","33","4.15","394","2007"
"The Well-Grounded Java Developer: Vital techniques of Java 7 and polyglot programming","Benjamin J. Evans","32","3.92","297","2012"
"Node.js Design Patterns","Mario Casciaro","32","4.37","276","2014"
"Scrum and XP from the Trenches","Henrik Kniberg","32","4.21","1774","2007"
"Zero Bugs and Program Faster","Kate         Thompson","32","3.57","117","nan"
"Object-Oriented JavaScript","Stoyan Stefanov","32","4.16","309","2008"
"Black Hat Python: Python Programming for Hackers and Pentesters","Justin Seitz","32","4.05","494","2014"
"A Smarter Way to Learn JavaScript: The new approach that uses technology to cut your effort in half","Mark     Myers","32","4.06","590","2013"
"Thinking in Systems: A Primer","Donella H. Meadows","32","4.22","13820","2008"
"Python Programming for the Absolute Beginner","Michael Dawson","32","3.92","469","2003"
"Literate Programming","Donald Ervin Knuth","32","3.9","109","1992"
"Operating Systems Design and Implementation","Andrew S. Tanenbaum","32","4.11","523","1974"
"Software Engineering","Ian Sommerville","32","3.78","897","1982"
"Beginning C++ Through Game Programming","Michael Dawson","31","3.87","342","2004"
"Learn Python in One Day and Learn It Well: Python for Beginners with Hands-on Project","Jamie Chan","31","3.99","772","2014"
"Grokking Simplicity: Taming complex software with functional thinking","Eric Normand","31","4.21","186","2019"
"Programming TypeScript: Making Your JavaScript Applications Scale","Boris Cherny","31","4.17","250","2019"
"Make Your Own Neural Network","Tariq Rashid","31","4.35","612","2016"
"OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808","Jeanne Boyarsky","31","4.39","453","2014"
"Assembly Language: Step-By-Step","Jeff Duntemann","31","4.24","185","1992"
"Becoming a Better Programmer","Pete Goodliffe","31","3.53","231","2014"
"Functional Thinking","Neal Ford","31","3.4","222","2014"
"Understanding the Four Rules of Simple Design","Corey Haines","31","4.11","267","2014"
"JavaScript Allongé: A strong cup of functions, objects, combinators, and decorators","Reginald Braithwaite","31","4.27","181","2012"
"C# 5.0 in a Nutshell: The Definitive Reference","Joseph Albahari","31","4.29","303","2012"
"The Developer's Code: What Real Programmers Do","Ka Wai Cheung","31","3.46","313","2012"
"RESTful Web Services Cookbook","Subbu Allamaraju","31","3.83","275","2010"
"Ruby on Rails 3 Tutorial: Learn Rails by Example","Michael Hartl","31","4.18","497","2010"
"Designing Interfaces: Patterns for Effective Interaction Design","Jenifer Tidwell","31","3.83","1978","2005"
"Introduction to Java Programming: Comprehensive Version","Y. Daniel Liang","31","4.1","415","1999"
"The AWK Programming Language","Alfred V. Aho","31","4.25","211","1988"
"Programming C#","Jesse Liberty","30","3.66","189","2001"
"Serious Python: Black-Belt Advice on Deployment, Scalability, Testing, and More","Julien Danjou","30","4.01","113","2018"
"Writing An Interpreter In Go","Thorsten Ball","30","4.57","184","nan"
"Elixir in Action","Saša Jurić","30","4.55","343","2015"
"Real-Time Rendering","Tomas Akenine-Möller","30","4.5","313","nan"
"Python for Informatics: Exploring Information: Exploring Information","Charles Severance","30","3.99","604","2002"
"Real World OCaml: Functional programming for the masses","Yaron Minsky","30","4.24","114","2013"
"Interactive Data Visualization for the Web","Scott Murray","30","4.08","460","2013"
"Async JavaScript","Trevor Burnham","30","4.0","206","2012"
"How Google Tests Software","James A. Whittaker","30","3.77","946","2012"
"Being Geek: The Software Developer's Career Handbook","Michael Lopp","30","3.7","1056","2010"
"Crafting Rails Applications: Expert Practices for Everyday Rails Development","José Valim","30","3.99","206","2011"
"Thinking Forth","Leo Brodie","30","3.96","123","1984"
"Succeeding with Agile: Software Development Using Scrum","Mike Cohn","30","4.01","1822","2009"
"C++ Templates: The Complete Guide","David Vandevoorde","30","4.23","212","2002"
"SCJP Sun Certified Programmer for Java 6 Study Guide","Kathy Sierra","30","4.28","854","2008"
"Programming Windows","Charles Petzold","30","4.1","275","1998"
"Haskell: The Craft of Functional Programming","Simon Thompson","29","3.52","180","1996"
"Your Code As a Crime Scene: Use Forensic Techniques to Arrest Defects, Bottlenecks, and Bad Design in Your Programs","Adam Tornhill","29","3.7","209","2014"
"Language Implementation Patterns: Techniques for Implementing Domain-Specific Languages","Terence Parr","29","3.87","177","2009"
"Software Architecture for Developers: Volume 1 - Technical leadership and the balance with agility","Simon  Brown","29","3.88","375","2012"
"Team Geek: A Software Developer's Guide to Working Well with Others","Brian W. Fitzpatrick","29","3.97","1176","2012"
"Computer Architecture: A Quantitative Approach","John L. Hennessy","29","4.11","1066","nan"
"PROLOG: Programming for Artificial Intelligence","Ivan Bratko","29","3.78","194","1986"
"Head First SQL","Lynn Beighley","29","4.0","534","2007"
"HTML & XHTML: The Definitive Guide","Chuck Musciano","29","3.91","501","1996"
"Designing with Web Standards","Jeffrey Zeldman","29","4.07","2111","2003"
"Sams Teach Yourself SQL™ in 10 Minutes","Ben Forta","29","4.07","1045","1999"
"The Tao of Programming","Geoffrey James","29","4.08","284","1986"
"Programming Game AI by Example","Mat Buckland","29","4.03","257","2004"
"In the Beginning...Was the Command Line","Neal Stephenson","29","3.8","7853","1999"
"Computer Organization & Design: The Hardware/Software Interface","David A. Patterson","28","3.97","1608","1993"
"UNIX: A History and a Memoir","Brian W. Kernighan","28","4.42","799","2019"
"Design It! : Pragmatic Programmers: From Programmer to Software Architect","Michael Keeling","28","3.72","205","nan"
"Elegant Objects","Yegor Bugayenko","28","4.04","259","nan"
"Modern PHP: New Features and Good Practices","Josh Lockhart","28","4.11","294","2015"
"Learning Web Design: A Beginner's Guide to Html, Css, Javascript, and Web Graphics","Jennifer Niederst Robbins","28","4.08","722","2001"
"But How Do It Know? - The Basic Principles of Computers for Everyone","J. Clark Scott","28","4.44","755","2009"
"Distributed Systems For Fun and Profit","Mikito Takada","28","4.19","358","nan"
"RESTful Web APIs","Leonard Richardson","28","3.72","290","2013"
"Realm of Racket: Learn to Program, One Game at a Time!","Matthias Felleisen","28","3.72","93","2013"
"Node.js in Action","Mike Cantelon","28","3.87","339","2011"
"Mathematics for 3D Game Programming and Computer Graphics","Eric Lengyel","28","3.96","194","2001"
"The Art of Computer Programming: Combinatorial Algorithms, Volume 4a, Part 1","Donald Ervin Knuth","28","4.48","87","2011"
"Real-World Functional Programming: With Examples in F# and C#","Tomas Petricek","28","3.92","177","2009"
"UNIX Network Programming, Volume 1: The Sockets Networking API","W. Richard Stevens","28","4.35","290","2000"
"Domain-Driven Design Quickly","Floyd Marinescu","28","3.58","496","2006"
"The Design of the UNIX Operating System","Maurice J. Bach","28","4.23","579","1986"
"Programming Scala: Scalability = Functional Programming + Objects","Dean Wampler","28","3.72","227","2009"
"PHP Cookbook","David Sklar","28","3.95","408","2002"
"The Elements of Statistical Learning: Data Mining, Inference, and Prediction","Trevor Hastie","28","4.42","1697","2001"
"Joe Celko's SQL for Smarties: Advanced SQL Programming","Joe Celko","28","3.97","189","1995"
"CSS Mastery: Advanced Web Standards Solutions","Andy Budd","28","4.09","1121","2006"
"High Performance MySQL: Optimization, Backups, Replication & Load Balancing","Jeremy D. Zawodny","28","4.26","431","2004"
"Cracking the Coding Interview: 189 Programming Questions and Solutions 6th Edition","Gayle Laakmann McDowell McDowell","27","4.43","148","nan"
"Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives","Nick Rozanski","27","4.11","218","2005"
"High Performance Web Sites","Steve Souders","27","4.14","693","2007"
"Concurrency in Go: Tools and Techniques for Developers","Katherine Cox-Buday","27","4.26","231","nan"
"The Cucumber Book","Matt Wynne","27","3.98","471","2011"
"CSS Secrets: Better Solutions to Everyday Web Design Problems","Lea Verou","27","4.54","399","2014"
"User Story Mapping: Discover the Whole Story, Build the Right Product","Jeff Patton","27","4.21","3234","2012"
"The Art of Game Design: A Book of Lenses","Jesse Schell","27","4.4","2944","nan"
"Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","27","4.2","381","2010"
"Head First C","David    Griffiths","27","4.23","234","2011"
"Invent Your Own Computer Games with Python","Al Sweigart","27","4.14","220","2009"
"Making Software: What Really Works, and Why We Believe It","Andy Oram","27","3.52","118","2010"
"Object-Oriented Programming in C++","Robert Lafore","27","4.15","409","1995"
"C: A Reference Manual","Samuel P. Harbison III","27","4.17","304","1984"
"User Interface Design for Programmers","Joel Spolsky","27","3.85","253","2001"
"Design Patterns Explained: A New Perspective on Object-Oriented Design","Alan Shalloway","27","3.88","355","2001"
"Planning Extreme Programming","Kent Beck","27","3.9","369","2000"
"Beginning Python: From Novice to Professional","Magnus Lie Hetland","27","3.9","290","2005"
"Visualizing Data: Exploring and Explaining Data with the Processing Environment","Ben Fry","27","3.73","366","2007"
"Coders: The Making of a New Tribe and the Remaking of the World","Clive Thompson","26","4.0","2330","2019"
"The Hundred-Page Machine Learning Book","Andriy Burkov","26","4.28","976","nan"
"Refactoring UI","Adam Wathan","26","4.68","1396","nan"
"Designing Distributed Systems: Patterns and Paradigms for Scalable, Reliable Services","Brendan Burns","26","3.58","590","nan"
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made","Jason Schreier","26","4.22","17320","2017"
"The C# Programming Yellow Book","Rob Miles","26","4.14","267","2010"
"Bash Cookbook: Solutions and Examples for Bash Users","Carl Albing","26","3.88","172","2007"
"Code Reading: Open Source Perspective","Diomidis Spinellis","26","3.57","84","2003"
"C Programming Absolute Beginner's Guide","Greg Perry","26","4.11","240","2013"
"Working Effectively with Unit Tests","Jay Fields","26","3.99","166","2014"
"The Architecture of Open Source Applications, Volume II","Amy  Brown","26","4.06","135","2012"
"Objects on Rails","Avdi Grimm","26","4.12","163","2012"
"JavaScript & jQuery: The Missing Manual","David Sawyer McFarland","26","3.96","438","2008"
"Ghost in the Wires: My Adventures as the World's Most Wanted Hacker","Kevin D. Mitnick","26","3.94","23973","2011"
"Machine Learning for Hackers","Drew Conway","26","3.73","399","2012"
"The Art of Assembly Language","Randall Hyde","26","3.78","103","2003"
"HTTP: The Definitive Guide","David Gourley","26","4.13","269","2002"
"ERLANG Programming","Francesco Cesarini","26","4.06","207","2009"
"Linux System Programming: Talking Directly to the Kernel and C Library","Robert   Love","26","4.24","270","2007"
"Reversing: Secrets of Reverse Engineering","Eldad Eilam","26","4.1","532","2005"
"Death March","Edward Yourdon","26","3.84","790","1997"
"MongoDB: The Definitive Guide","Kristina Chodorow","25","3.87","494","2010"
"Team Topologies: Organizing Business and Technology Teams for Fast Flow","Matthew    Skelton","25","4.24","3082","2019"
"Web Scalability for Startup Engineers","Artur Ejsmont","25","4.53","251","2015"
"Python Testing with Pytest: Simple, Rapid, Effective, and Scalable","Brian Okken","25","4.1","217","nan"
"Terraform: Up & Running: Writing Infrastructure as Code","Yevgeniy Brikman","25","4.23","786","nan"
"C++ Coding Standards: 101 Rules, Guidelines, and Best Practices","Herb Sutter","25","4.21","453","2004"
"Python Playground: Geeky Projects for the Curious Programmer","Mahesh Venkitachalam","25","3.92","66","2015"
"High Performance Python: Practical Performant Programming for Humans","Micha Gorelick","25","4.16","195","2013"
"Continuous Integration: Improving Software Quality and Reducing Risk","Paul Duvall","25","3.8","446","2007"
"Programming JavaScript Applications: Robust Web Architecture With Node, HTML5, and Modern JS Libraries","Eric Elliott","25","3.6","156","2012"
"The Nature of Software Development","Ron Jeffries","25","4.11","492","2015"
"Pro ASP.NET MVC 5","Adam   Freeman","25","4.16","236","2013"
"Remote: Office Not Required","David Heinemeier Hansson","25","3.79","12860","2013"
"Head First HTML and CSS","Elisabeth Robson","25","4.3","563","2012"
"An Introduction to Programming in Go","Caleb Doxsey","25","3.77","341","2012"
"Nine Algorithms That Changed the Future: The Ingenious Ideas That Drive Today's Computers","John    MacCormick","25","3.87","1488","2012"
"The Haskell Road to Logic, Maths and Programming","Kees Doets","25","3.66","120","2004"
"Head First PHP & MySQL","Lynn Beighley","25","4.12","412","2008"
"Mining the Social Web: Analyzing Data from Facebook, Twitter, LinkedIn, and Other Social Media Sites","Matthew A. Russell","25","3.74","369","2011"
"Large-Scale C++ Software Design","John S. Lakos","25","3.93","143","1996"
"The Java Programming Language","Ken Arnold","25","3.87","208","1996"
"C++: The Complete Reference","Herbert Schildt","25","4.08","297","1989"
"Computer Graphics: Principles and Practice","James D. Foley","25","4.18","353","1990"
"Programming in Objective-C 2.0","Stephen G. Kochan","25","3.85","382","2008"
"Programming Challenges: The Programming Contest Training Manual","Steven S. Skiena","25","4.05","129","2003"
"SQL Cookbook","Anthony Molinaro","25","4.01","356","2005"
"UNIX Network Programming, Volume 2: Interprocess Communications","W. Richard Stevens","25","4.37","201","1998"
"Pragmatic Version Control: Using Subversion","Mike   Mason","25","3.59","225","2005"
"The Rails Way","Obie Fernandez","25","3.85","270","2007"
"Rails Recipes","Chad Fowler","25","3.55","314","nan"
"Modern Software Engineering: Doing What Works to Build Better Software Faster","David  Farley","24","4.24","334","nan"
"Writing Effective Use Cases","Alistair Cockburn","24","3.94","574","2000"
"An Elegant Puzzle: Systems of Engineering Management","Will Larson","24","4.11","2391","2019"
"Software Design X-Rays: Fix Technical Debt with Behavioral Code Analysis","Adam Tornhill","24","4.2","138","nan"
"The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World","Pedro Domingos","24","3.76","5717","2015"
"Violent Python: A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers","T.J. O'Connor","24","4.02","522","2012"
"Concurrency in C# Cookbook","Stephen Cleary","24","4.16","266","2014"
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics","Paul Teetor","24","4.05","437","2011"
"Clojure In Action","Amit Rathore","24","3.78","143","2011"
"The Deadline: A Novel about Project Management","Tom DeMarco","24","4.17","2201","1997"
"Write Great Code: Volume 2: Thinking Low-Level, Writing High-Level","Randall Hyde","24","4.03","60","2006"
"Information Architecture for the World Wide Web: Designing Large-Scale Web Sites","Peter Morville","24","3.93","3686","1998"
"Rust for Rustaceans","Jon Gjengset","23","4.62","116","2021"
"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices","Harry Percival","23","4.41","292","nan"
"Groovy in Action","Dierk König","23","3.94","206","2007"
"Doing Math with Python","Amit Saha","23","4.07","117","2015"
"Go in Action","William   Kennedy","23","3.82","308","2014"
"Mastering Emacs","Mickey Petersen","23","4.17","230","2015"
"Node.Js the Right Way: Practical, Server-Side JavaScript That Scales","Jim R. Wilson","23","3.86","336","2013"
"Graph Databases","Ian Robinson","23","3.63","409","2013"
"Programming in Go: Creating Applications for the 21st Century","Mark Summerfield","23","3.81","168","2012"
"SQL Queries for Mere Mortals: A Hands-on Guide to Data Manipulation in SQL","John L. Viescas","23","4.0","284","2007"
"Head First jQuery","Ryan Benedetti","23","3.94","142","2011"
"Structured Programming","Ole-Johan Dahl","23","4.12","33","1972"
"Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists","Philipp K. Janert","23","4.07","312","2010"
"Programming from the Ground Up","Jonathan Bartlett","23","4.17","75","2004"
"Even Faster Web Sites","Steve Souders","23","3.95","350","2009"
"SQL Pocket Guide","Jonathan Gennick","23","3.92","267","2003"
"The Principles of Beautiful Web Design","Jason Beaird","23","3.91","1280","2007"
"Data Structures and Algorithms in Java","Michael T. Goodrich","23","3.85","283","1998"
"Testing Computer Software","Cem Kaner","23","3.89","295","1987"
"Ruby Cookbook","Lucas Carlson","23","3.87","187","2006"
"Concurrent Programming in Java","Doug Lea","23","4.19","144","1996"
"Learning Go: An Idiomatic Approach to Real-World Go Programming","Jon Bodner","22","4.49","185","nan"
"Understanding Distributed Systems: What every developer should know about large distributed applications","Roberto Vitillo","22","4.43","227","nan"
"Advanced R","Hadley Wickham","22","4.55","264","2014"
"Game Engine Black Book: Doom","Fabien Sanglard","22","4.52","336","2018"
"Introducing Go: Build Reliable, Scalable Programs","Caleb Doxsey","22","3.73","252","2016"
"Database Design for Mere Mortals: A Hands-On Guide to Relational Database Design","Michael J. Hernandez","22","3.92","458","1996"
"Docker: Up & Running: Shipping Reliable Containers in Production","Karl Matthias","22","3.78","435","2015"
"Gray Hat Python: Python Programming for Hackers and Reverse Engineers","Justin Seitz","22","3.93","306","2008"
"R Graphics Cookbook: Practical Recipes for Visualizing Data","Winston Chang","22","4.24","294","2012"
"Bulletproof Web Design: Improving Flexibility and Protecting Against Worst-Case Scenarios with XHTML and CSS","Dan Cederholm","22","4.12","927","2005"
"Software Tools","Brian W. Kernighan","22","4.32","107","1976"
"Learning Android","Marko Gargenta","22","3.67","215","2011"
"JavaScript Pocket Reference","David Flanagan","22","3.78","214","1998"
"Data Structures and Algorithms","Alfred V. Aho","22","3.92","235","2010"
"jQuery Cookbook: Solutions & Examples for jQuery Developers","Cody Lindley","22","3.89","263","2009"
"The Old New Thing: Practical Development Throughout the Evolution of Windows","Raymond Chen","22","3.93","223","2006"
"Introduction to Algorithms: A Creative Approach","Udi Manber","22","4.35","133","1989"
"Physics for Game Developers","David M. Bourg","22","3.51","140","2001"
"Sams Teach Yourself C++ in 21 Days","Jesse Liberty","22","3.77","199","1994"
"The Definitive Guide to Django: Web Development Done Right","Adrian Holovaty","22","3.84","203","2007"
"Antipatterns: Refactoring Software, Architectures, and Projects in Crisis","William J. Brown","21","3.75","199","1998"
"Learning Domain-Driven Design: Aligning Software Architecture and Business Strategy","Vladik Khononov","21","4.53","188","nan"
"Beginning Ruby: From Novice to Professional","Peter Cooper","21","3.87","253","2007"
"Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code","Al Sweigart","21","4.21","135","nan"
"Classic Computer Science Problems in Python","David Kopec","21","3.7","73","nan"
"Impractical Python Projects: Playful Programming Activities to Make You Smarter","Lee  Vaughan","21","4.2","65","nan"
"Dynamics of Software Development","Jim McCarthy","21","3.85","178","1995"
"Developer Hegemony: The Future of Labor","Erik Dietrich","21","4.05","436","2017"
"The Little Elixir & OTP Guidebook","Benjamin Tan Wei Hao","21","4.3","113","2015"
"Data Structures and Algorithms in Java","Robert Lafore","21","4.13","322","1998"
"Software Architecture Patterns","Mark   Richards","21","3.67","424","2015"
"CSS3 For Web Designers","Dan Cederholm","21","4.04","1849","2010"
"Web Design with Html, Css, JavaScript and Jquery Set","Jon Duckett","21","4.42","696","2014"
"Java 8 Lambdas: Pragmatic Functional Programming","Richard Warburton","21","3.98","253","2014"
"The Little Book of Semaphores: The Ins and Outs of Concurrency Control and Common Mistakes","Allen B. Downey","21","4.39","69","2009"
"Programming the Raspberry Pi: Getting Started with Python","Simon Monk","21","3.79","385","2012"
"The Little Book on CoffeeScript","Alex MacCaw","21","3.69","199","2012"
"Classic Shell Scripting: Hidden Commands that Unlock the Power of Unix","Arnold Robbins","21","4.04","272","2005"
"Java Performance","Charlie Hunt","21","4.13","205","2010"
"Artificial Intelligence for Games","Ian Millington","21","4.2","147","2006"
"Lean Software Development: An Agile Toolkit","Mary Poppendieck","21","4.17","1038","2003"
"Python Algorithms: Mastering Basic Algorithms in the Python Language","Magnus Lie Hetland","21","4.03","106","2010"
"Erlang and OTP in Action","Martin Logan","21","4.28","122","2010"
"Founders at Work: Stories of Startups' Early Days","Jessica Livingston","21","3.98","28282","2001"
"C Primer Plus","Stephen Prata","21","4.15","253","1984"
"Structured Computer Organization","Andrew S. Tanenbaum","21","3.99","531","1976"
"Practical C Programming","Steve Oualline","21","3.72","250","1992"
"Concepts of Programming Languages","Robert W. Sebesta","21","3.68","357","1988"
"A Programmer's Introduction to Mathematics","Jeremy Kun","20","4.12","75","nan"
"The Little Typer","Daniel P. Friedman","20","4.24","79","2018"
"Practical SQL: A Beginner's Guide to Storytelling with Data","Anthony DeBarros","20","4.28","154","nan"
"Cracking Codes with Python: An Introduction to Building and Breaking Ciphers","Al Sweigart","20","4.32","114","2018"
"Spring Microservices in Action","John Carnell","20","4.21","169","nan"
"Learn C# in One Day and Learn It Well: C# for Beginners with Hands-on Project","Jamie Chan","20","4.03","356","nan"
"The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data","Kevin D. Mitnick","20","3.98","4304","2017"
"OCP: Oracle Certified Professional Java Se 8 Programmer II Study Guide: Exam 1Z0-809","Jeanne Boyarsky","20","4.37","186","2015"
"Ry's Git Tutorial","Ryan Hodson","20","4.32","584","2014"
"JavaScript for Kids: A Playful Introduction to Programming","Nick Morgan","20","4.23","209","2014"
"Learning Agile: Understanding Scrum, XP, Lean, and Kanban","Andrew Stellman","20","4.09","592","2013"
"Reactive Design Patterns","Roland Kuhn","20","3.6","147","2014"
"Beautiful Architecture: Leading Thinkers Reveal the Hidden Beauty in Software Design","Diomidis Spinellis","20","3.4","172","2008"
